study,id,date,sessionID,startTime,endTime,timeToComplete,Remove,country,sourceIP(hash with salt),ageGroup6,ageGroup6Text,ageGroup3,ageGroup3Text,sex,previousVote,intendReferendumVote,ethnicity,religion,privacy,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,expType,adp1,adp1_num,adpRiskyChoice,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,RWAScore
study3,1046,20160507,2e6f9a85da393a7a68c88994207ef3e9,05/07/2016 6:24,05/07/2016 6:33,9,Keep,GB,f5b167b991ac3f9d40067c20f4122c523cd78b8fd22d0df85a878ecb1ee6b6cd,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,4,1,3,4,4,2,5,5,4,5,5,1,5,1,1,3,B,b,2,1,1,1,8,9,9,9,5,7,9,2,9,4,8,2,9,9,4,9,7,9,6,4,138
study3,1047,20160507,,,05/07/2016 6:33,61196073,Keep,GB,f5b167b991ac3f9d40067c20f4122c523cd78b8fd22d0df85a878ecb1ee6b6cd,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,4,1,3,4,4,2,5,5,4,5,5,1,5,1,1,3,B,b,2,1,1,1,8,9,9,9,5,7,9,2,9,4,8,2,9,9,4,9,7,9,6,4,138
study3,1048,20160507,9e289767e515bcf3eceaf93b2258afbb,05/07/2016 6:31,05/07/2016 6:35,4,Keep,GB,c4730821e97836467bfd3a484394ad747c537ca85510b5a518937ecf6f3001c7,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,4,1,1,3,2,1,2,1,2,1,1,2,2,1,1,1,B,b,2,1,3,2,8,1,3,2,2,5,2,3,1,3,2,3,2,3,3,1,2,2,2,3,53
study3,1049,20160507,509a1968ad9af7a50d997286d2e303de,05/07/2016 6:22,05/07/2016 6:38,16,Keep,GB,d3c01b379392954c1b1cb7d3e2fb12bfa22966fc8675d252162f945f5bc4a2b5,6,Age 65+,3,55_and_over,Male,Green,Remain,a,2,1,2,3,3,1,2,3,1,3,1,2,2,1,1,1,A,a,1,0,4,1,9,1,3,2,2,1,2,2,1,6,2,1,4,2,2,1,1,1,2,1,46
study3,1050,20160507,093f46a7e672b08185d1b5a4982f4cba,05/07/2016 6:22,05/07/2016 6:39,17,Keep,GB,36a8e1b4a69479cec41ed72a6416698b62742bf9e48ae96678be3a61404823a5,6,Age 65+,3,55_and_over,Male,Labour,Remain,a,5,5,3,2,4,1,4,1,2,2,1,1,1,1,1,1,A,a,1,0,9,9,9,9,6,9,9,5,9,4,9,1,5,1,5,3,2,9,3,6,8,1,113
study3,1051,20160507,8b26a7195cc4183a859b6b3c00f12acf,05/07/2016 6:23,05/07/2016 6:43,20,Keep,GB,289ac58fa2732e2493f576b9df792734669c22ca231aa910c50e6e9b674f7570,1,Age 18-24,1,18_to_34,Female,SNP,Remain,a,1,4,1,2,3,2,2,2,4,4,2,1,1,1,1,2,A,b,2,1,6,1,9,1,9,2,4,5,3,1,1,4,3,4,5,1,1,1,1,1,4,4,64
study3,1052,20160507,d00d6145ddf7a7d1e90597de9b05dba1,05/07/2016 6:51,05/07/2016 7:02,11,Keep,GB,5c8680e5ac8fdcd558cead54b475a839920191495588a57664b08a094b8ff0db,5,Age 55-64,3,55_and_over,Female,Labour,Leave,a,4,5,5,5,1,5,5,5,5,5,5,4,1,5,5,5,A,a,1,0,8,5,3,1,9,2,9,3,2,8,1,9,1,9,1,8,9,1,9,1,1,9,96
study3,1053,20160507,,,05/07/2016 7:26,61196126,Keep,GB,b11eeae5c25ef7e5286293a3b1912c8fdeb118895de2e93562417a844d98a9e7,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,A,b,2,1,2,1,8,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,31
study3,1054,20160507,302f489ab06b15af3f6e52fafdcc631f,05/07/2016 7:22,05/07/2016 7:30,8,Keep,GB,e0db8048a32b81da515273e6fdd569a9b18a771519d50cf537afcdda8e8be409,3,Age 35-44,2,35_to_54,Female,LibDem,Remain,a,1,1,3,3,2,1,3,1,1,1,1,2,1,1,1,3,A,b,2,1,2,1,9,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,33
study3,1055,20160507,282e310345b84b1b5ce3316e03814fc2,05/07/2016 7:24,05/07/2016 7:30,6,Keep,PL,513a51a8908c8b893a5f17e82f349fec6fce0bc87c1d3603a19d4f86b7c43452,3,Age 35-44,2,35_to_54,Female,Labour,Remain,a,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,A,a,1,0,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,1056,20160507,a88cf0aae0dd7be8e5d08e3c58472fae,05/07/2016 7:26,05/07/2016 7:34,8,Keep,GB,57382fb849d119c91dc911f0cf611c206bdacdf764a2cdfd9fc3185983a8e79b,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,4,2,1,3,3,1,1,1,3,1,1,1,1,1,1,1,B,b,2,1,3,1,9,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,33
study3,1057,20160507,29969f8a3f98dc6e35d0e8cd3d62fe38,05/07/2016 7:21,05/07/2016 7:35,14,Keep,GB,0ea83d72a9733b7a67d2363f5b403acfdc91b15c44dcbc46e2322833f27e9a81,5,Age 55-64,3,55_and_over,Female,Green,Remain,a,4,4,1,2,2,1,2,2,2,2,2,1,3,1,1,4,A,b,2,1,3,1,7,1,4,1,6,3,2,7,1,7,1,6,3,1,5,1,4,2,2,2,66
study3,1058,20160507,e2a775ce4a28c1fb94a2688cac470e8f,05/07/2016 7:36,05/07/2016 7:44,8,Keep,GB,a781958611023172d7ac23b9fadb599410ea75e18d134b638bf5d719aab7f97e,6,Age 65+,3,55_and_over,Female,Con,Leave,a,1,2,2,5,4,5,2,5,4,5,5,1,5,1,4,4,B,b,2,1,7,1,3,1,7,1,8,1,1,8,3,8,3,7,5,3,7,1,7,1,3,7,85
study3,1059,20160507,eaed8e64927519d6b6001b9ec1fd4ae1,05/07/2016 7:45,05/07/2016 7:50,5,Keep,GB,a0acb44f1caaaf70b63bcff40a4ee9ded93b86eadb82c1a5d43ef48bf57a070c,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,B,a,1,0,1,1,9,1,1,7,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,36
study3,1060,20160507,d3e4b9345b612f0a2bda97dd025705c5,05/07/2016 7:47,05/07/2016 7:58,11,Keep,FR,a1e473d2028dd71e945d9fdcd8d57bc990ebb8223ebcefff5645be21a69d61c9,6,Age 65+,3,55_and_over,Female,Green,Remain,a,4,3,4,3,2,3,3,2,4,3,2,4,1,1,1,3,B,b,2,1,6,8,5,5,5,5,6,2,3,7,4,6,4,5,4,6,5,5,5,3,5,6,96
study3,1061,20160507,843f925eb8d1152c0f1bcc2d503c1847,05/07/2016 7:54,05/07/2016 8:01,7,Keep,GB,d3295a6215bd5d929a7b59aa41368ae34d80ce02b54b807f15c21218d58e197b,3,Age 35-44,2,35_to_54,Female,Green,Remain,b,1,1,1,2,3,1,1,1,2,2,1,2,3,1,1,1,B,b,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,30
study3,1062,20160507,ec754babf5a39f850575dc6ac0e01fa7,05/07/2016 8:05,05/07/2016 8:10,5,Keep,GB,2a73848d6e07690dc4f0395aa26453b5a3a7f76955d0e52b5dcdddfac0a5b7dd,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,B,b,2,1,1,1,9,1,1,1,1,2,1,1,1,3,1,6,1,1,1,1,1,1,1,1,36
study3,1063,20160507,789e66703a6bb99ad9e9ce149f4ef374,05/07/2016 8:08,05/07/2016 8:14,6,Keep,GB,eec0d278570c8c4b4ff3c01c6233c9dce4e2faa59b588ea2e1dbe96f33514171,5,Age 55-64,3,55_and_over,Female,Green,Remain,b,1,2,1,1,4,1,1,1,1,1,1,2,1,1,1,1,B,a,1,0,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
study3,1064,20160507,085e8f204e545cbee0ebde562ab81639,05/07/2016 8:10,05/07/2016 8:19,9,Keep,GB,08cf09bf08317e6b68162535b98f899117ea22d7c9aadc214af0f1033af191f5,1,Age 18-24,1,18_to_34,Female,Green,Remain,a,1,2,3,3,2,3,3,1,3,1,2,2,3,1,1,3,B,b,2,1,1,1,9,1,1,1,1,5,2,1,1,1,2,2,2,1,1,1,1,1,1,1,36
study3,1065,20160507,c36c671cb20dbafee0f974e308f7a431,05/07/2016 8:15,05/07/2016 8:19,4,Keep,GB,5dd54ab1dae7e01d5e59116eec1209c7971bba0dfd7322d68fe3865a439de58c,4,Age 45-54,2,35_to_54,Female,Green,Remain,a,5,2,1,2,2,1,1,2,4,1,1,2,5,5,1,1,A,a,1,0,3,2,9,3,3,2,1,4,1,1,4,5,3,1,3,1,4,1,5,6,4,1,62
study3,1066,20160507,2280e3f4d9ab6a9d6d2d45021ed19267,05/07/2016 8:28,05/07/2016 8:38,10,Keep,GB,22af864cdf1f8a1dc81bde196d98ab914daee2a845856c4fd0cbcb1da3355375,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,3,2,5,5,5,4,5,5,4,5,5,2,5,1,3,3,B,b,2,1,1,1,9,3,1,3,8,8,2,9,1,9,2,5,3,1,7,1,5,1,2,3,83
study3,1067,20160507,59857855b77ae301ba60307330c9b17d,05/07/2016 8:34,05/07/2016 8:38,4,Keep,GB,2c5d9192d3a9c3a189b6b84ac87ee7a563cbee10929306df205abd17c11640e0,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,B,a,1,0,2,1,9,1,2,1,1,2,2,1,1,1,1,3,1,1,1,1,1,2,1,1,34
study3,1068,20160507,58439b540cdffd01d69cde9c3306b899,05/07/2016 8:15,05/07/2016 8:45,30,Keep,GB,4a9e12235c18cd024e4d976425df72353fb21641561af2561fc6cd2ba08048cb,1,Age 18-24,1,18_to_34,Female,Con,Leave,a,1,1,2,5,5,5,4,4,5,5,5,1,5,1,5,2,A,a,1,0,3,1,8,1,4,1,3,4,1,2,4,7,1,7,1,1,2,1,2,1,1,1,53
study3,1069,20160507,530a325f41c785af418b9a727261cf66,05/07/2016 8:35,05/07/2016 8:47,12,Keep,GB,a57fc94ed1e9f1c073b6b96a4b8e5e39f42900b9ffd1bfe8a67b261b1858c854,5,Age 55-64,3,55_and_over,Female,Green,Remain,a,1,2,3,2,2,1,3,1,1,2,1,1,3,1,1,2,A,a,1,0,2,1,9,1,8,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,37
study3,1070,20160507,14362ff33f7e33f46a10a9b5f401e95d,05/07/2016 8:33,05/07/2016 8:48,15,Keep,GB,500b2e98edde1c3741b8623927a92a37e3213dc2343943372124e2f1231f8ef1,5,Age 55-64,3,55_and_over,Female,Con,Remain,a,4,1,1,1,5,2,1,5,3,4,1,3,4,1,5,1,B,a,1,0,1,1,9,1,2,1,8,3,2,7,1,8,3,6,8,1,8,1,5,2,4,7,87
study3,1071,20160507,fdccdd4b94f616ea5b6d9ab33828506e,05/07/2016 8:55,05/07/2016 9:01,6,Keep,GB,47f3543aac83d594dcbc36c8ded4d4a0c28dfef5d1b8226461dff52e5b5ebbd5,4,Age 45-54,2,35_to_54,Female,LibDem,Remain,a,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,5,B,a,1,0,5,1,8,2,3,1,4,1,1,2,1,3,4,3,4,1,1,1,3,1,3,2,49
study3,1072,20160507,c151bb1db166f894ad466dc0b32a0d78,05/07/2016 8:55,05/07/2016 9:02,7,Keep,GB,a350ec1282e809aa8b938febbda2df6e45be54c205c9a3a50734eab803b119cb,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,5,5,5,5,4,5,3,4,5,5,5,5,4,1,2,2,A,a,1,0,6,5,7,4,4,3,8,3,4,7,3,8,5,5,7,1,2,1,7,2,5,5,91
study3,1073,20160507,06c31d105b4291d4ad3b4e34f17737ef,05/07/2016 9:09,05/07/2016 9:15,6,Keep,GB,934a1f7cfe6f6a4970e6f57ab6fcd6e85d66b0f22b35a39d0180fee97352e77f,2,Age 25-34,1,18_to_34,Female,Green,Remain,a,2,2,2,2,1,1,2,1,1,4,1,1,1,1,1,3,A,a,1,0,3,1,9,1,2,1,3,4,1,1,1,2,1,6,3,1,1,2,1,1,1,1,43
study3,1074,20160507,9f6f5449c0ba8c784064d656d7f8cde0,05/07/2016 9:08,05/07/2016 9:21,13,Keep,GB,883c94a8438418c0b0e8b6254c15a7aae5493e57df13c10dd7d2e0001e9a8f87,6,Age 65+,3,55_and_over,Female,LibDem,Remain,a,1,2,1,1,2,1,1,2,1,2,1,4,1,1,1,1,B,b,2,1,2,1,9,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,33
study3,1075,20160507,da96f1968ea5075cd8af12ae2794d810,05/07/2016 9:15,05/07/2016 9:22,7,Keep,GB,1f6efd3955d849db7a2cba1a7e5a397287c411c7f3f0f3e8b1b6152e95fa5cf3,4,Age 45-54,2,35_to_54,Female,Green,Leave,a,3,5,2,5,5,4,5,5,5,5,5,1,2,1,5,5,A,a,1,0,4,1,6,1,2,1,9,2,5,7,1,9,5,5,2,1,5,1,5,2,2,5,76
study3,1076,20160507,93d1ba007e2f466ce7c3b0f407e95b8b,05/07/2016 9:20,05/07/2016 9:25,5,Keep,GB,8f06139032a0f42c7f627ee6466e199ec9429c7db9b38ea210cf58a288fc8722,3,Age 35-44,2,35_to_54,Male,Labour,Remain,a,4,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,A,a,1,0,2,1,9,1,3,2,2,2,2,1,1,3,2,1,4,2,1,1,1,2,3,1,44
study3,1077,20160507,ff4a02434a550b960a113a123c1844e0,05/07/2016 9:21,05/07/2016 9:25,4,Keep,GB,fcc9a61f1e8f71cdfc7484dd820ed7f4c6ae432ac2c32b388d080d98226e5a94,2,Age 25-34,1,18_to_34,Male,LibDem,Remain,a,1,2,1,3,2,1,1,1,1,1,1,2,3,1,1,2,B,a,1,0,3,1,9,1,2,1,1,1,2,1,1,2,1,3,4,1,1,1,2,1,2,1,38
study3,1078,20160507,8ad7da23b52ab0035cde07ac7e12c403,05/07/2016 9:12,05/07/2016 9:27,15,Keep,GB,7a41ba804afde624a64a71a84af9b17fc9df6f2dcf0b4bd1a11ba7e8ec3730a2,1,Age 18-24,1,18_to_34,Female,Labour,Remain,a,3,3,1,1,2,1,1,3,2,1,1,2,1,1,1,3,B,b,2,1,6,2,8,2,2,3,2,3,3,2,2,4,3,2,3,2,4,1,2,2,3,2,55
study3,1079,20160507,2415d224c3f83c8201fe97c38ce5fe9f,05/07/2016 9:22,05/07/2016 9:28,6,Keep,IE,d24ab9812258ed1879c990d9e02232958cdd97342dc10d0c59d7b3d33c31f03d,2,Age 25-34,1,18_to_34,Male,Labour,Remain,a,1,1,1,1,4,1,1,1,3,1,1,2,1,1,1,1,A,a,1,0,1,1,9,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,30
study3,1080,20160507,,,05/07/2016 9:28,61196248,Keep,GB,2225d7b28c6ae9aef8d54aa8ed76dbfd99bfe89f60e2aadd603add5074f74564,3,Age 35-44,2,35_to_54,Male,UKIP,Leave,a,1,4,4,5,5,4,4,5,5,5,5,2,2,1,2,5,B,b,2,1,7,1,3,3,4,3,9,2,3,8,2,7,3,9,3,1,7,2,3,3,8,6,89
study3,1081,20160507,d7387b17ebf1ea51dc675f2125694542,05/07/2016 9:24,05/07/2016 9:29,5,Keep,GB,330df50ef7cf2aaf634c14834add8aaad36c168957b9584611c034b9e296d962,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,2,2,1,3,2,1,1,3,2,1,1,1,2,1,1,1,A,a,1,0,7,1,9,1,2,1,2,8,3,3,2,7,1,1,2,1,5,1,5,2,2,2,60
study3,1082,20160507,ae8b25b335302102c9698171ead7e155,05/07/2016 9:29,05/07/2016 9:34,5,Keep,GB,e2c561653b15009f0fe086205afd0749b89e3a79b59433a04f45d6a9336af855,2,Age 25-34,1,18_to_34,Male,Con,Leave,a,3,1,4,4,5,4,5,4,5,5,4,2,2,1,1,5,B,a,1,0,7,2,7,2,5,4,7,1,1,2,1,3,5,4,4,1,2,2,4,1,4,1,61
study3,1083,20160507,280b777e39763ffa9d51213eb0193b0b,05/07/2016 9:33,05/07/2016 9:39,6,Keep,GB,8e1c683c22f0880089ef81c8c92688dfdafebade907750dc393430c96217754d,4,Age 45-54,2,35_to_54,Female,Con,Remain,a,4,3,2,4,4,3,2,2,4,3,2,5,2,1,2,2,A,a,1,0,3,1,7,1,3,1,7,2,3,6,1,6,3,5,4,1,2,3,4,2,2,5,68
study3,1084,20160507,2981d6c2c8fd69fc1cfd92bcf9bcd8fc,05/07/2016 9:26,05/07/2016 9:43,17,Keep,GB,32144a4f5cbc3ac7d170ffdae6cdcbe021d7e0fcd7962d5ac73146af92f37260,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,3,5,4,5,5,5,5,5,5,5,5,1,3,1,4,5,B,a,1,0,5,1,6,6,7,1,9,5,6,8,3,9,4,8,6,4,9,1,6,3,5,5,111
study3,1085,20160507,3735b79415e572ddafc6efe9c3268dfa,05/07/2016 9:43,05/07/2016 9:48,5,Keep,GB,ada938a76018b28e752f42db59f296331e7a8c97b52e599ff6c2d8cbac63671e,6,Age 65+,3,55_and_over,Female,NoVote,Leave,a,3,5,4,5,5,5,5,5,4,5,5,3,4,1,3,4,A,a,1,0,5,1,4,1,5,1,7,2,2,8,2,8,2,8,5,1,8,1,8,1,2,6,82
study3,1086,20160507,ce03a5fe308c4f6f46b8dee41c4e9f40,05/07/2016 9:39,05/07/2016 9:50,11,Keep,GB,bf005365081ab280c1eadaa9e27dfeec14d9a4579e6491450496fc5f23f50cf0,6,Age 65+,3,55_and_over,Female,Con,Remain,a,3,1,2,4,4,4,3,5,3,4,2,1,3,1,3,3,B,b,2,1,5,5,5,3,5,1,3,1,4,5,5,5,5,6,5,5,7,2,6,1,5,8,87
study3,1087,20160507,b2e6a0f189cc4386ab3ba868c1e65d48,05/07/2016 9:48,05/07/2016 9:55,7,Keep,GB,e36419ee25a27b40d56d54b890dd2768f6d307a7cc338b233a0fa0f42c2fc667,3,Age 35-44,2,35_to_54,Female,Green,Remain,a,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,B,a,1,0,1,1,9,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,32
study3,1088,20160507,f72ef855267b48d0d3eb869c699e7141,05/07/2016 9:47,05/07/2016 9:55,8,Keep,GB,761aea7d197ab5b2c260fb789814420541833edbf887f18c508294d46a0af81a,5,Age 55-64,3,55_and_over,Female,SNP,Remain,a,1,1,2,1,1,1,5,1,2,2,1,1,2,1,1,1,B,b,2,1,1,1,1,1,2,1,1,6,1,9,1,1,1,9,1,1,9,1,2,1,1,1,51
study3,1089,20160507,790aae92e08eba11b570adb049e9063e,05/07/2016 9:46,05/07/2016 9:56,10,Keep,GB,39f71a487f7f9eb4916900df486008d72a13b85582385b4982dc46361311bbdd,4,Age 45-54,2,35_to_54,Female,Green,Leave,a,3,4,4,5,4,4,4,4,4,3,4,2,3,1,2,4,B,b,2,1,2,1,9,1,2,1,3,1,1,3,2,3,2,3,3,2,5,1,2,2,2,2,50
study3,1090,20160507,279a03d2fe40f8e273287bacc2a135fc,05/07/2016 9:52,05/07/2016 9:59,7,Keep,GB,e5b8efebdd19260b231cedd2c28fd4a6c920b4b31a54c57dcc41dae1b8db1f38,2,Age 25-34,1,18_to_34,Male,LibDem,Remain,a,1,3,1,3,3,2,1,2,3,2,1,4,4,2,1,1,A,a,1,0,7,1,5,1,6,1,2,3,2,3,1,3,2,7,5,1,5,2,2,3,2,5,61
study3,1091,20160507,c59d7d5192f2d4714675c356fb9ae5cd,05/07/2016 9:56,05/07/2016 10:01,5,Keep,GB,30e48cd40677cbd90082d28ee4b662ddab40d874fc95a1db23fdcaef3df44b85,2,Age 25-34,1,18_to_34,Female,LibDem,Remain,a,1,1,2,1,3,1,1,2,3,2,1,2,1,1,1,1,B,b,2,1,5,1,9,1,4,2,3,1,5,1,1,4,4,3,4,1,1,1,2,1,2,2,52
study3,1092,20160507,07d93175f3117ce7b3b9304bb0c6623b,05/07/2016 9:46,05/07/2016 10:02,16,Keep,CH,c7a1d11a18e112cd3c73bcc20a6f846aa00457fad16018be0d1b34e2c420f116,4,Age 45-54,2,35_to_54,Male,LibDem,Remain,a,5,1,3,1,4,1,2,1,4,3,1,1,1,1,1,1,B,b,2,1,3,1,9,2,1,5,1,5,1,5,1,5,3,1,1,2,5,1,2,1,5,1,57
study3,1093,20160507,3601d0cc8049dbfc1f8360a2f7bc67d6,05/07/2016 9:57,05/07/2016 10:04,7,Keep,GB,21df69b5e6d3568f70b7800f23f09d11c5e862b808ce054979d4d21fa2a46c9f,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,4,1,3,2,2,1,5,3,4,1,2,2,2,4,1,B,b,2,1,2,1,2,1,2,1,5,2,3,2,6,6,1,8,1,1,8,1,6,3,1,7,67
study3,1094,20160507,0a19da3a267747ce82513babbdc9e1cf,05/07/2016 10:02,05/07/2016 10:07,5,Keep,GB,332f0ed5d50341b46a71c6c8b977891a9a0db7ac9cb39120e310b090f2d3125c,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,4,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,B,b,2,1,3,1,9,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,3,1,36
study3,1095,20160507,42c80630b622f471108a2fbc38d0f34e,05/07/2016 9:55,05/07/2016 10:09,14,Keep,MT,586b0d9173ef326403be7874ce1fed43e06b3045efd2a732d30511a44ae06ab0,3,Age 35-44,2,35_to_54,Female,Green,Remain,a,1,1,1,1,2,1,2,2,3,2,1,2,2,1,1,1,B,a,1,0,5,1,8,1,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,35
study3,1096,20160507,6b507717e678dd24ed65026e267c8a79,05/07/2016 10:03,05/07/2016 10:10,7,Keep,GB,552d16b82e0a9344e8fe0e9911170050285d75ba3d91e1bc72ad2927251768bc,1,Age 18-24,1,18_to_34,Female,Labour,Remain,b,1,1,2,1,2,1,3,1,2,2,3,1,2,1,1,2,A,a,1,0,3,1,9,1,2,1,1,2,2,2,1,3,2,1,3,1,2,1,1,2,2,1,40
study3,1097,20160507,a88df84765c2e5dcfd84f416e26e0b87,05/07/2016 10:06,05/07/2016 10:14,8,Keep,BE,1b30c4a1b4890b240091c760eb7fadcc8fba56d38edbc077a4213b178355b25a,2,Age 25-34,1,18_to_34,Female,Labour,Remain,a,2,1,1,2,3,1,2,1,2,3,1,1,3,1,1,2,B,b,2,1,1,1,9,1,2,2,2,1,3,4,2,2,2,1,4,1,3,1,1,4,5,1,51
study3,1098,20160507,c0c5fd05323ee9d83c7622d61412abb8,05/07/2016 10:27,05/07/2016 10:33,6,Keep,GB,83fb88f220b22d733aaeb6160e2e4362a9ebba5a97ce2031042250ec9f090d29,2,Age 25-34,1,18_to_34,Male,Green,Remain,b,1,2,2,3,3,1,3,1,2,2,1,1,2,1,1,3,B,b,2,1,2,1,9,1,2,2,1,2,1,2,2,2,1,5,2,1,5,1,2,3,2,2,48
study3,1099,20160507,151f09375c4470d099bcdbbec8ec4e46,05/07/2016 10:31,05/07/2016 10:39,8,Keep,GB,e805ab0e7c02c44c39be2cad0da03c1807f50d1da49bea5a162235d07ee56452,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,1,4,4,4,5,3,3,5,4,5,5,1,3,1,3,3,A,a,1,0,1,1,9,1,1,1,8,2,2,2,2,8,2,4,6,1,3,1,3,2,2,5,65
study3,1100,20160507,6d2cbfcdb8bebfbfefb17d74091b6d70,05/07/2016 10:33,05/07/2016 10:40,7,Keep,GB,ed308ff05cd032467ecffb6a791f1b00558ae208366540c4a0af08dfad3f69ef,1,Age 18-24,1,18_to_34,Female,Labour,Spoil,a,1,1,2,3,2,2,3,4,2,4,1,1,5,1,2,2,B,b,2,1,5,1,9,1,2,1,2,2,1,2,2,3,1,2,2,1,6,1,2,1,1,3,45
study3,1101,20160507,e66ae8cdff5e77cd52e09748b2b25988,05/07/2016 10:30,05/07/2016 10:42,12,Keep,GB,8a4ff9ca549477664a16d7d258d7e55b389194e26f5086a99ebde9040ffaa86b,5,Age 55-64,3,55_and_over,Female,UKIP,Leave,a,1,5,5,5,1,5,5,5,5,5,5,3,2,1,5,5,B,b,2,1,1,1,1,1,3,1,9,3,3,9,1,9,6,9,1,1,9,1,9,1,3,7,87
study3,1102,20160507,0f247b7547dabbfa46f8bcae74e0f0bf,05/07/2016 10:35,05/07/2016 10:42,7,Keep,GB,ef04187e3ee98d88c4a60ce58eb53eea99e0a11cc97039c11112eba635e9b472,6,Age 65+,3,55_and_over,Female,Con,Leave,a,5,5,2,2,3,1,2,3,4,5,2,1,5,1,1,1,B,b,2,1,4,1,9,1,9,1,7,1,3,7,1,9,5,9,2,6,6,1,7,1,3,7,95
study3,1103,20160507,e1743717e388039eb013e2a7f97dd60a,05/07/2016 10:29,05/07/2016 10:44,15,Keep,GB,6314c79178a83f3d5deac621af96a7db5dc597d8f2c90bb1fbea577146cfb793,4,Age 45-54,2,35_to_54,Female,NoVote,Leave,a,4,3,3,3,5,3,3,4,4,4,5,3,3,1,3,3,B,b,2,1,4,1,3,1,4,3,6,4,5,5,4,6,4,5,5,3,4,1,6,3,3,5,80
study3,1104,20160507,67a4ac168bf4ac65cbbd382ee259ef1a,05/07/2016 10:37,05/07/2016 10:45,8,Keep,GB,29a2d7ad331a84b4e537350912cd7ec421d2755b2a7ef48842a128e62cfd7eda,6,Age 65+,3,55_and_over,Female,LibDem,Leave,a,4,5,1,5,5,1,5,5,5,5,5,2,4,2,4,4,A,a,1,0,1,9,1,1,1,1,9,1,1,9,1,9,1,9,1,3,9,1,4,1,4,6,73
study3,1105,20160507,ba177b4df47d711c32a85cce6d66f4f6,05/07/2016 10:36,05/07/2016 10:48,12,Keep,GB,6ef2b744ea9c782bc6dba3cb1f1c5bc222236a8334fda72ee1faa2a87fdebd55,5,Age 55-64,3,55_and_over,Female,Labour,Remain,a,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,B,a,1,0,2,1,9,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,31
study3,1106,20160507,cf850eac1ff2725c0cd288e4d9443767,05/07/2016 10:40,05/07/2016 10:48,8,Keep,GB,dfebb7c18f17fa718e5e3c23d30276f93c372db0f8faec21f08b26d8e4ccf130,6,Age 65+,3,55_and_over,Female,UKIP,Leave,a,5,5,5,5,5,5,5,5,5,5,5,4,3,1,4,4,B,b,2,1,2,1,6,5,6,1,8,5,2,6,1,6,4,8,2,6,9,1,6,1,5,6,94
study3,1107,20160507,95f060502dfcd055fd8696dcbd144f60,05/07/2016 10:45,05/07/2016 10:52,7,Keep,GB,f55c12bceb8815a48f5048c64665175d818baba9e16607bbc6bfe15d8c16edba,5,Age 55-64,3,55_and_over,Female,Labour,Leave,a,4,5,2,4,4,4,4,5,5,5,5,1,2,2,4,4,A,a,1,0,6,1,3,7,2,2,7,2,3,8,2,6,6,6,7,2,3,2,6,2,7,7,90
